NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS;Nº ALUNOS
ESTADUAL - SE;AMERICANA;NOVA ODESSA;NOVA ODESSA;8;39810;DORTI ZAMBELLO CALIL PROFA;Espanha;1
ESTADUAL - SE;AMERICANA;NOVA ODESSA;NOVA ODESSA;8;39810;DORTI ZAMBELLO CALIL PROFA;Haiti;3
ESTADUAL - SE;AMERICANA;NOVA ODESSA;NOVA ODESSA;8;49906;SILVANIA APARECIDA SANTOS PROFA;Bolívia;1
ESTADUAL - SE;AMERICANA;NOVA ODESSA;NOVA ODESSA;8;49906;SILVANIA APARECIDA SANTOS PROFA;Haiti;4
ESTADUAL - SE;AMERICANA;NOVA ODESSA;NOVA ODESSA;8;49906;SILVANIA APARECIDA SANTOS PROFA;Venezuela;1
ESTADUAL - SE;AMERICANA;NOVA ODESSA;NOVA ODESSA;8;903784;ALEXANDRE BASSORA;Haiti;1
ESTADUAL - SE;AMERICANA;NOVA ODESSA;NOVA ODESSA;8;905574;JOAQUIM RODRIGUES AZENHA DR;Bolívia;1
ESTADUAL - SE;AMERICANA;NOVA ODESSA;NOVA ODESSA;8;905574;JOAQUIM RODRIGUES AZENHA DR;Haiti;1
ESTADUAL - SE;AMERICANA;NOVA ODESSA;NOVA ODESSA;8;905574;JOAQUIM RODRIGUES AZENHA DR;Venezuela;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;16986;JUVELINA DE OLIVEIRA RODRIGUES PROFA;Bolívia;3
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;16986;JUVELINA DE OLIVEIRA RODRIGUES PROFA;Haiti;2
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;17000;INOCENCIO MAIA PROF;Cuba;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;17012;JOSE GABRIEL DE OLIVEIRA;Bolívia;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;17061;ULISSES DE OLIVEIRA VALENTE PROF;Haiti;2
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;17085;ANTONIO DE ARRUDA RIBEIRO PROF;Marrocos;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;17115;ELISABETH STEAGALL PIRTOUSCHEG PROFA;Bolívia;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;17231;EMILIO ROMI COMENDADOR;México;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;17231;EMILIO ROMI COMENDADOR;Peru;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;37936;IRENE DE ASSIS SAES PROFA;Paraguai;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;39330;MARIA JOSE MARGATO BROCATTO PROFA;Haiti;7
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;45512;NEUZA MARIA NAZATTO DE CARVALHO PROFA;Haiti;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;45512;NEUZA MARIA NAZATTO DE CARVALHO PROFA;Virgens Americanas, Ilhas;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;47016;ALCHESTE DE GODOY ANDIA PROFA;Bolívia;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;47016;ALCHESTE DE GODOY ANDIA PROFA;Haiti;19
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;903802;GUIOMAR DIAS DA SILVA PROFA;Bolívia;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;903802;GUIOMAR DIAS DA SILVA PROFA;Haiti;4
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;903802;GUIOMAR DIAS DA SILVA PROFA;Japão;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;909324;JOSE DOMINGUES RODRIGUES PROF;Haiti;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;912827;FIORAVANTE LUIZ ANGOLINI;Peru;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;913625;JADYR GUIMARAES CASTRO PROFA;Haiti;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;913625;JADYR GUIMARAES CASTRO PROFA;Venezuela;5
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;919160;LAURA EMMIE PYLES PROFA;Dominicana, República;2
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;919160;LAURA EMMIE PYLES PROFA;Haiti;5
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;920599;MARIA DE LOURDES BEOZZO FRANCHI PROFA;Bolívia;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;921178;EDUARDO SILVA PROF;Haiti;7
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;922353;HENRIQUE NICOPELLI MONSENHOR;Bolívia;2
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;922959;SONIA APARECIDA BATAGLIA CARDOSO PROFA;Bolívia;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;922959;SONIA APARECIDA BATAGLIA CARDOSO PROFA;Venezuela;1
ESTADUAL - SE;ANDRADINA;ANDRADINA;ANDRADINA;8;29361;FRANCISCO TEODORO DE ANDRADE;Japão;2
ESTADUAL - SE;ANDRADINA;ANDRADINA;ANDRADINA;8;29373;ALVARO GUIAO DR;Japão;4
ESTADUAL - SE;ANDRADINA;ANDRADINA;ANDRADINA;8;29373;ALVARO GUIAO DR;Paraguai;1
ESTADUAL - SE;ANDRADINA;ANDRADINA;ANDRADINA;8;29397;AUGUSTO MARIANI DR;Noruega;1
ESTADUAL - SE;ANDRADINA;ANDRADINA;ANDRADINA;8;29609;JOAO BREMBATTI CALVOSO;Japão;2
ESTADUAL - SE;ANDRADINA;ANDRADINA;ANDRADINA;8;29609;JOAO BREMBATTI CALVOSO;Portugal;1
ESTADUAL - SE;ANDRADINA;ANDRADINA;ANDRADINA;8;922365;ALICE MARQUES DA SILVA ROCHA;Japão;1
ESTADUAL - SE;ANDRADINA;ILHA SOLTEIRA;ILHA SOLTEIRA;8;30557;LEA SILVA MORAES PROFA;Portugal;2
ESTADUAL - SE;ANDRADINA;ILHA SOLTEIRA;ILHA SOLTEIRA;8;30740;ARNO HAUSSER;Espanha;1
ESTADUAL - SE;ANDRADINA;ILHA SOLTEIRA;ILHA SOLTEIRA;8;30740;ARNO HAUSSER;Japão;1
ESTADUAL - SE;ANDRADINA;ILHA SOLTEIRA;ILHA SOLTEIRA;8;30740;ARNO HAUSSER;Portugal;1
ESTADUAL - SE;ANDRADINA;PEREIRA BARRETO;PEREIRA BARRETO;8;30570;MITSUSADA UMETANI DR;Portugal;1
ESTADUAL - SE;ANDRADINA;PEREIRA BARRETO;PEREIRA BARRETO;8;30764;FRANCISCO SCHMIDT CEL;Japão;1
ESTADUAL - SE;APIAI;APIAI;APIAI;8;14370;ANTONIA BAPTISTA CALAZANS LUZ PROFA;Espanha;1
ESTADUAL - SE;APIAI;BARRA DO CHAPEU;BARRA DO CHAPEU;8;14412;PAULO FRANCISCO DE ASSIS PROF;Espanha;1
ESTADUAL - SE;APIAI;RIBEIRAO BRANCO;RIBEIRAO BRANCO;8;65456;JOAO PAULO II PAPA;Japão;1
ESTADUAL - SE;APIAI;RIBEIRAO BRANCO;RIBEIRAO BRANCO;8;905252;HONORATO FERREIRA DA SILVA;Venezuela;3
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;6;985417;CEL JTO A EE MANOEL BENTO DA CRUZ;Japão;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29713;LUIZ GAMA;Venezuela;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29737;LICOLINA VILLELA REIS ALVES PROFA;Japão;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29737;LICOLINA VILLELA REIS ALVES PROFA;Portugal;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29737;LICOLINA VILLELA REIS ALVES PROFA;Venezuela;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29749;CLOVIS DE ARRUDA CAMPOS DR;França;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29749;CLOVIS DE ARRUDA CAMPOS DR;Venezuela;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29762;NILCE MAIA SOUTO MELO PROFA;Japão;2
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29774;JOSE AUGUSTO LOPES BORGES PROF;Japão;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29798;MANOEL BENTO DA CRUZ;Colômbia;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29798;MANOEL BENTO DA CRUZ;Japão;2
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29804;VITOR ANTONIO TRINDADE PROF;Colômbia;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29865;JOSE CANDIDO;Japão;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29865;JOSE CANDIDO;Venezuela;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29877;PURCINA ELISA DE ALMEIDA PROFA;Japão;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29889;JORGE CORREA PROF;Cuba;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29889;JORGE CORREA PROF;Venezuela;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29890;GENESIO DE ASSIS PROF;Japão;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;30053;MARIA APPARECIDA BALTHAZAR POCO PROFA;África do Sul;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;30053;MARIA APPARECIDA BALTHAZAR POCO PROFA;Japão;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;907236;MARIA DO CARMO LELIS PROFA;Portugal;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;909257;ARTHUR LEITE CARRIJO PROF;Colômbia;1
ESTADUAL - SE;ARACATUBA;VALPARAISO;VALPARAISO;15;453973;PENITENCIARIA DE VALPARAISO;Chile;1
ESTADUAL - SE;ARARAQUARA;AMERICO BRASILIENSE;AMERICO BRASILIENSE;8;21830;DINORA MARCONDES GOMES PROFA;Colômbia;2
ESTADUAL - SE;ARARAQUARA;AMERICO BRASILIENSE;AMERICO BRASILIENSE;8;907704;ALBERTO ALVES ROLLO DR;Venezuela;4
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;6;985314;CEL JTO A EE JOAO MANOEL DO AMARAL;Japão;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;4092;PROFA MIRYAN LEOPOLDINA CARAMURU DE CASTRO MONTEIRO;Japão;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21854;BENTO DE ABREU;Guiné-Bissau;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21854;BENTO DE ABREU;Venezuela;2
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21945;JOAO PIRES DE CAMARGO DR;Venezuela;5
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21957;AUGUSTO DA SILVA CESAR PROF;Japão;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21957;AUGUSTO DA SILVA CESAR PROF;Portugal;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21969;FLORESTANO LIBUTTI;Itália;2
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21970;VICTOR LACORTE PROF;Espanha;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;21970;VICTOR LACORTE PROF;Venezuela;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22020;ANTONIO JOAQUIM DE CARVALHO;Cuba;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22020;ANTONIO JOAQUIM DE CARVALHO;Japão;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22020;ANTONIO JOAQUIM DE CARVALHO;Venezuela;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22073;JOAO MANOEL DO AMARAL;Japão;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22123;LETICIA DE GODOY BUENO DE CARVALHO LOPES PROFA;Japão;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;22160;JOAO BATISTA DE OLIVEIRA;Venezuela;2
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;43540;LUISA ROLFSEN PETRILLI PROFA;Bolívia;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;43540;LUISA ROLFSEN PETRILLI PROFA;Peru;2
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;43540;LUISA ROLFSEN PETRILLI PROFA;Venezuela;3
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;462536;OACYR ANTONIO ELLERO PROFESSOR;Venezuela;3
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;479342;URIAS BRAGA COSTA PROFESSOR;Japão;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;907728;JANDYRA NERY GATTI PROFA;Colômbia;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;914265;ANGELINA LIA ROLFSEN PROFA;Bolívia;3
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;914265;ANGELINA LIA ROLFSEN PROFA;Peru;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;922973;SERGIO PEDRO SPERANZA PROF;Japão;1
ESTADUAL - SE;ARARAQUARA;MATAO;MATAO;8;24934;JOSE INOCENCIO DA COSTA;Argentina;1
ESTADUAL - SE;ARARAQUARA;MATAO;MATAO;8;911896;GUERINO VEDOATO;Argentina;1
ESTADUAL - SE;ARARAQUARA;VILA XAVIER;ARARAQUARA;8;21885;ANTONIA EUGENIA MARTINS PROFA;Venezuela;1
