NOMEDEP;DE;DISTR;MUN;TIPOESC;COD_ESC;NOMESC;DS_PAIS;Nº ALUNOS
ESTADUAL - SE;SOROCABA;SOROCABA;SOROCABA;8;922024;NAZIRA NAGIB JORGE MURAD RODRIGUES PROFESSORA;Venezuela;1
ESTADUAL - SE;SUL 3;GRAJAU;SAO PAULO;8;924027;NEIVA DE LOURDES ANDRADE PROFESSORA;Haiti;1
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;42638;NELI HELENA ASSIS DE ANDRADE PROFESSORA;Afeganistão;1
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;42638;NELI HELENA ASSIS DE ANDRADE PROFESSORA;Colômbia;1
ESTADUAL - SE;LESTE 1;PONTE RASA;SAO PAULO;8;39366;NELLO LORENZON;Bolívia;3
ESTADUAL - SE;LESTE 1;PONTE RASA;SAO PAULO;8;39366;NELLO LORENZON;Espanha;1
ESTADUAL - SE;JABOTICABAL;MONTE ALTO;MONTE ALTO;8;44623;NELLY BAHDUR CANO PROFESSORA;Japão;1
ESTADUAL - SE;MARILIA;MARILIA;MARILIA;8;33698;NELSON CABRINI PROF;Haiti;1
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;8631;NELSON CARDIM DE BRITO PROFESSOR;Bolívia;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;42328;NELSON DO NASCIMENTO MONTEIRO PROFESSOR;Paquistão;1
ESTADUAL - SE;SUL 1;JABAQUARA;SAO PAULO;8;4753;NELSON FERNANDES DEPUTADO;Haiti;1
ESTADUAL - SE;SUL 1;JABAQUARA;SAO PAULO;8;4753;NELSON FERNANDES DEPUTADO;Japão;1
ESTADUAL - SE;SUL 1;JABAQUARA;SAO PAULO;8;4753;NELSON FERNANDES DEPUTADO;Venezuela;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;901556;NELSON FERREIRA DA SILVA PROFESSOR;Venezuela;1
ESTADUAL - SE;NORTE 2;JACANA;SAO PAULO;8;269360;NELSON GOMES CAETANO PROF;Venezuela;1
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;8424;NELSON PIZZOTTI MENDES PROFESSOR;Haiti;4
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;8;912293;NEMESIO CANDIDO GOMES;Bolívia;2
ESTADUAL - SE;JABOTICABAL;MONTE AZUL PAULISTA;MONTE AZUL PAULISTA;8;22697;NENA GIANNASI BUCK PROFESSORA;Japão;1
ESTADUAL - SE;JABOTICABAL;MONTE AZUL PAULISTA;MONTE AZUL PAULISTA;8;22697;NENA GIANNASI BUCK PROFESSORA;Venezuela;1
ESTADUAL - SE;ITAPETININGA;SAO MIGUEL ARCANJO;SAO MIGUEL ARCANJO;8;15258;NESTOR FOGACA;Japão;1
ESTADUAL - SE;ITAPETININGA;SAO MIGUEL ARCANJO;SAO MIGUEL ARCANJO;8;15258;NESTOR FOGACA;Venezuela;2
ESTADUAL - SE;JAU;PEDERNEIRAS;PEDERNEIRAS;8;25689;NEUSA CESTARI FABRI PROFESSORA;Venezuela;2
ESTADUAL - SE;TABOAO DA SERRA;TABOAO DA SERRA;TABOAO DA SERRA;8;912682;NEUSA DEMETRIO PROFESSORA;Venezuela;2
ESTADUAL - SE;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;8;908745;NEUSA FIGUEIREDO MARCAL PROFESSORA;Japão;1
ESTADUAL - SE;OSASCO;OSASCO;OSASCO;8;40770;NEUZA DE OLIVEIRA PREVIDE PROFESSORA;Bolívia;4
ESTADUAL - SE;OSASCO;OSASCO;OSASCO;8;40770;NEUZA DE OLIVEIRA PREVIDE PROFESSORA;Venezuela;1
ESTADUAL - SE;MARILIA;LACIO;MARILIA;8;33777;NEUZA MARIA MARANA FEIJAO PROFA;Chile;1
ESTADUAL - SE;MARILIA;LACIO;MARILIA;8;33777;NEUZA MARIA MARANA FEIJAO PROFA;Líbia;3
ESTADUAL - SE;MARILIA;LACIO;MARILIA;8;33777;NEUZA MARIA MARANA FEIJAO PROFA;Venezuela;1
ESTADUAL - SE;AMERICANA;SANTA BARBARA D'OESTE;SANTA BARBARA D'OESTE;8;45512;NEUZA MARIA NAZATTO DE CARVALHO PROFA;Haiti;1
ESTADUAL - SE;SANTOS;SANTOS;SANTOS;8;11794;NEVES PRADO MONTEIRO;Colômbia;1
ESTADUAL - SE;OSASCO;OSASCO;OSASCO;8;11137;NEWTON ESPIRITO SANTO AYRES PROFESSOR;Bolívia;2
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;901131;NEWTON OPPERMANN DOUTOR;Haiti;5
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;46176;NEWTON PIMENTA NEVES PROFESSOR;China;1
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;46176;NEWTON PIMENTA NEVES PROFESSOR;Venezuela;2
ESTADUAL - SE;PIRASSUNUNGA;LEME;LEME;8;21520;NEWTON PRADO;Venezuela;1
ESTADUAL - SE;SUL 1;VILA ANDRADE;SAO PAULO;8;4947;NEYDE APPARECIDA SOLLITTO PROFESSORA;Haiti;8
ESTADUAL - SE;SUL 1;VILA ANDRADE;SAO PAULO;8;4947;NEYDE APPARECIDA SOLLITTO PROFESSORA;Venezuela;1
ESTADUAL - SE;DIADEMA;DIADEMA;DIADEMA;8;7341;NICEIA ALBARELLO FERRARI PROFESSORA;Venezuela;1
ESTADUAL - SE;SERTAOZINHO;SERTAOZINHO;SERTAOZINHO;8;923023;NICIA FABIOLA ZANUTTO GIRALDI PROFESSORA;Japão;1
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;8;5642;NIDE ZAIM CARDOSO PROFA;Bolívia;1
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;8;5642;NIDE ZAIM CARDOSO PROFA;Espanha;1
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;8;5642;NIDE ZAIM CARDOSO PROFA;Venezuela;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;41324;NIDELSE MARTINS DE ALMEIDA PROFESSORA;Haiti;2
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;41324;NIDELSE MARTINS DE ALMEIDA PROFESSORA;Venezuela;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;922857;NILCE CONCEICAO DE LIMA PROFESSORA;Venezuela;1
ESTADUAL - SE;ARACATUBA;ARACATUBA;ARACATUBA;8;29762;NILCE MAIA SOUTO MELO PROFA;Venezuela;2
ESTADUAL - SE;LESTE 1;VILA JACUI;SAO PAULO;8;904624;NILDO DO AMARAL JUNIOR PADRE;Bolívia;9
ESTADUAL - SE;BAURU;AGUDOS;AGUDOS;8;905859;NILZA MARIA SANTAREM PASCHOAL PROFA;Venezuela;1
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;903772;NIOMAR APPARECIDA MATTOS GOBBO AMARAL GURGEL PROFA;Estados Unidos da América;1
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;903772;NIOMAR APPARECIDA MATTOS GOBBO AMARAL GURGEL PROFA;Japão;1
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;903772;NIOMAR APPARECIDA MATTOS GOBBO AMARAL GURGEL PROFA;Paraguai;2
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;903772;NIOMAR APPARECIDA MATTOS GOBBO AMARAL GURGEL PROFA;Venezuela;3
ESTADUAL - SE;MOGI MIRIM;AMPARO;AMPARO;8;17528;NOEDIR MAZZINI;Estados Unidos da América;1
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;28551;NOEMIA BUENO DO VALLE PROFESSORA;Venezuela;2
ESTADUAL - SE;MOGI MIRIM;MOGI MIRIM;MOGI MIRIM;8;20631;NORA MONSENHOR;Itália;1
ESTADUAL - SE;MOGI MIRIM;MOGI MIRIM;MOGI MIRIM;8;20631;NORA MONSENHOR;Venezuela;1
ESTADUAL - SE;SUL 2;JARDIM SAO LUIS;SAO PAULO;8;914745;NORBERTO ALVES RODRIGUES PROFESSOR;Venezuela;1
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;18910;NORBERTO DE SOUZA PINTO PROF DOUTOR;Colômbia;1
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;18910;NORBERTO DE SOUZA PINTO PROF DOUTOR;Cuba;2
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;18910;NORBERTO DE SOUZA PINTO PROF DOUTOR;Haiti;1
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;18910;NORBERTO DE SOUZA PINTO PROF DOUTOR;Japão;1
ESTADUAL - SE;CAMPINAS OESTE;CAMPINAS OESTE;CAMPINAS;8;18910;NORBERTO DE SOUZA PINTO PROF DOUTOR;Venezuela;4
ESTADUAL - SE;LESTE 5;ARICANDUVA;SAO PAULO;8;1961;NORBERTO MAYER FILHO DEPUTADO;China;1
ESTADUAL - SE;LESTE 5;ARICANDUVA;SAO PAULO;8;1961;NORBERTO MAYER FILHO DEPUTADO;Japão;1
ESTADUAL - SE;MARILIA;JAFA;GARCA;8;33443;NORMA MONICO TRUZZI PROFA;Japão;1
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4418;NOSSA SENHORA APARECIDA;Haiti;1
ESTADUAL - SE;CENTRO SUL;IPIRANGA;SAO PAULO;8;4418;NOSSA SENHORA APARECIDA;Venezuela;11
ESTADUAL - SE;LESTE 1;PENHA;SAO PAULO;8;2513;NOSSA SENHORA DA PENHA;Angola;3
ESTADUAL - SE;LESTE 1;PENHA;SAO PAULO;8;2513;NOSSA SENHORA DA PENHA;Bolívia;23
ESTADUAL - SE;LESTE 1;PENHA;SAO PAULO;8;2513;NOSSA SENHORA DA PENHA;Colômbia;1
ESTADUAL - SE;LESTE 1;PENHA;SAO PAULO;8;2513;NOSSA SENHORA DA PENHA;Congo, República Democrática do (antigo Zaire);1
ESTADUAL - SE;LESTE 1;PENHA;SAO PAULO;8;2513;NOSSA SENHORA DA PENHA;Haiti;4
ESTADUAL - SE;LESTE 1;PENHA;SAO PAULO;8;2513;NOSSA SENHORA DA PENHA;Paraguai;1
ESTADUAL - SE;LESTE 1;PENHA;SAO PAULO;8;2513;NOSSA SENHORA DA PENHA;Venezuela;1
ESTADUAL - SE;NORTE 1;PIRITUBA;SAO PAULO;8;565;NOSSA SENHORA DO RETIRO;Bolívia;2
ESTADUAL - SE;NORTE 1;PIRITUBA;SAO PAULO;8;565;NOSSA SENHORA DO RETIRO;Haiti;3
ESTADUAL - SE;SUMARE;PAULINIA;PAULINIA;8;35956;NUCLEO HABITACIONAL JOSE PAULINO NOGUEIRA;Peru;1
ESTADUAL - SE;ARARAQUARA;ARARAQUARA;ARARAQUARA;8;462536;OACYR ANTONIO ELLERO PROFESSOR;Venezuela;2
ESTADUAL - SE;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;8;921221;OCTACILIO ALVES DE ALMEIDA PROFESSOR;Japão;1
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44283;OCTACILIO DE CARVALHO LOPES PROF;Angola;1
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44283;OCTACILIO DE CARVALHO LOPES PROF;Bolívia;3
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;44283;OCTACILIO DE CARVALHO LOPES PROF;Japão;1
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;914678;OCTAVIO MARCONDES FERRAZ ENGENHEIRO;Angola;2
ESTADUAL - SE;LESTE 4;ARTUR ALVIM;SAO PAULO;8;914678;OCTAVIO MARCONDES FERRAZ ENGENHEIRO;Venezuela;2
ESTADUAL - SE;CENTRO;SANTANA;SAO PAULO;8;723;OCTAVIO MENDES DOUTOR;Síria;2
ESTADUAL - SE;LIMEIRA;LIMEIRA;LIMEIRA;8;47314;OCTAVIO PIMENTA REIS;Venezuela;6
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;16949;OCTAVIO SOARES DE ARRUDA PROF;Alemanha;1
ESTADUAL - SE;CENTRO OESTE;RAPOSO TAVARES;SAO PAULO;8;925433;ODAIR MARTINIANO DA SILVA MANDELA;Haiti;3
ESTADUAL - SE;CARAPICUIBA;COTIA;COTIA;8;10583;ODAIR PACHECO PEDROSO PROFESSOR;Japão;1
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;8;5733;ODARICO OLIVEIRA NASCIMENTO PROF;Bolívia;1
ESTADUAL - SE;CAIEIRAS;MAIRIPORA;MAIRIPORA;8;5733;ODARICO OLIVEIRA NASCIMENTO PROF;Venezuela;1
ESTADUAL - SE;LIMEIRA;CORDEIROPOLIS;CORDEIROPOLIS;8;922547;ODECIO LUCKE PROFESSOR;Angola;2
ESTADUAL - SE;LIMEIRA;CORDEIROPOLIS;CORDEIROPOLIS;8;922547;ODECIO LUCKE PROFESSOR;Argentina;2
ESTADUAL - SE;LIMEIRA;CORDEIROPOLIS;CORDEIROPOLIS;8;922547;ODECIO LUCKE PROFESSOR;Venezuela;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;8;6178;ODETE FERNANDES PINTO DA SILVA PROFA;Argentina;1
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;8;6178;ODETE FERNANDES PINTO DA SILVA PROFA;Bolívia;5
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;8;6178;ODETE FERNANDES PINTO DA SILVA PROFA;Japão;2
ESTADUAL - SE;GUARULHOS NORTE;GUARULHOS NORTE;GUARULHOS;8;6178;ODETE FERNANDES PINTO DA SILVA PROFA;Portugal;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;38568;ODETTE ALGODOAL LANZARA PROFESSORA;Venezuela;2
ESTADUAL - SE;MAUA;MAUA;MAUA;8;7687;ODILA BENTO MIRARCHI PROFESSORA;Haiti;1
ESTADUAL - SE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;8;7134;ODILA LEITE DOS SANTOS PROFESSORA;Argentina;1
ESTADUAL - SE;JUNDIAI;LOUVEIRA;LOUVEIRA;8;901271;ODILON LEITE FERRAZ;Venezuela;2
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;921361;ODNEI MARIA MARTINS SANTURBANO PROFESSORA;Haiti;1
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;921361;ODNEI MARIA MARTINS SANTURBANO PROFESSORA;Venezuela;2
ESTADUAL - SE;SERTAOZINHO;VIRADOURO;VIRADOURO;8;22585;ODULFO DE OLIVEIRA GUIMARAES;Haiti;1
ESTADUAL - SE;OSASCO;OSASCO;OSASCO;8;11010;OGUIOMAR RUGGERI PROFESSOR;Venezuela;7
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;8199;OITO DE ABRIL;Argentina;1
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;8199;OITO DE ABRIL;Japão;1
ESTADUAL - SE;MAUA;MAUA;MAUA;8;37312;OLAVO HANSEN;Venezuela;2
ESTADUAL - SE;SUZANO;SUZANO;SUZANO;8;923849;OLAVO LEONEL FERREIRA PROFESSOR;Bolívia;1
ESTADUAL - SE;CENTRO SUL;VILA PRUDENTE;SAO PAULO;8;1788;OLGA BENATTI PROFESSORA;Venezuela;1
ESTADUAL - SE;SANTOS;SANTOS;SANTOS;8;46164;OLGA CURY;Cazaquistão;1
ESTADUAL - SE;SANTOS;SANTOS;SANTOS;8;46164;OLGA CURY;Venezuela;1
ESTADUAL - SE;LESTE 4;VILA MATILDE;SAO PAULO;8;2367;OLGA MARINOVIC DORO PROFA;Bolívia;7
ESTADUAL - SE;PRESIDENTE PRUDENTE;PIRAPOZINHO;PIRAPOZINHO;8;32585;OLGA YASUKO YAMASHITA PROFESSORA;Reino Unido da Grã-Bretanha e Irlanda do Norte;1
ESTADUAL - SE;SAO ROQUE;IBIUNA;IBIUNA;8;907133;OLIMPIA FALCI DONA;Bolívia;1
ESTADUAL - SE;SAO ROQUE;IBIUNA;IBIUNA;8;907133;OLIMPIA FALCI DONA;Haiti;2
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13626;OLIMPIO CATAO;Bangladesh;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13626;OLIMPIO CATAO;China;1
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;8;13626;OLIMPIO CATAO;Peru;1
ESTADUAL - SE;NORTE 1;BRASILANDIA;SAO PAULO;8;910995;OLINDA LEITE SINISGALLI PROFESSORA;Argentina;1
ESTADUAL - SE;NORTE 1;BRASILANDIA;SAO PAULO;8;910995;OLINDA LEITE SINISGALLI PROFESSORA;Bolívia;4
ESTADUAL - SE;CAIEIRAS;CAIEIRAS;CAIEIRAS;8;5599;OLINDO DARTORA DR;Venezuela;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;908630;OLIVEIRA RIBEIRO NETO;Haiti;1
ESTADUAL - SE;CARAPICUIBA;CARAPICUIBA;CARAPICUIBA;8;908630;OLIVEIRA RIBEIRO NETO;Venezuela;1
ESTADUAL - SE;BIRIGUI;BIRIGUI;BIRIGUI;8;924283;OLIVIA ANGELA FURLANI PROFESSORA;Venezuela;1
ESTADUAL - SE;PIRACICABA;PIRACICABA;PIRACICABA;8;21052;OLIVIA BIANCO PROFESSORA;Peru;1
ESTADUAL - SE;JACAREI;JACAREI;JACAREI;8;39639;OLIVIA DO AMARAL SANTOS CANETTIERI PROFA;Portugal;1
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;17334;OLYMPIA BARTH DE OLIVEIRA PROFA;Bolívia;5
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;17334;OLYMPIA BARTH DE OLIVEIRA PROFA;Portugal;1
ESTADUAL - SE;AMERICANA;AMERICANA;AMERICANA;8;17334;OLYMPIA BARTH DE OLIVEIRA PROFA;Venezuela;4
ESTADUAL - SE;SUZANO;FERRAZ DE VASCONCELOS;FERRAZ DE VASCONCELOS;8;908927;OLZANETTI GOMES PROFESSOR;Espanha;1
ESTADUAL - SE;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;8;913807;OMAR DAIBERT REVERENDO;Venezuela;1
ESTADUAL - SE;SUMARE;NOVA VENEZA;SUMARE;8;900515;ONDINA PINTO GONZALEZ PROFESSORA;Bangladesh;2
ESTADUAL - SE;SUMARE;NOVA VENEZA;SUMARE;8;900515;ONDINA PINTO GONZALEZ PROFESSORA;Haiti;1
ESTADUAL - SE;SUMARE;NOVA VENEZA;SUMARE;8;900515;ONDINA PINTO GONZALEZ PROFESSORA;Peru;2
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;8436;ONDINA RIVERA MIRANDA CINTRA PROFESSORA;Peru;1
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;8436;ONDINA RIVERA MIRANDA CINTRA PROFESSORA;Venezuela;2
ESTADUAL - SE;MARILIA;MARILIA;MARILIA;8;43655;ORACINA CORREA DE MORAES RODINE PROFA;Colômbia;1
ESTADUAL - SE;SANTO ANDRE;SANTO ANDRE;SANTO ANDRE;8;8312;ORDANIA JANONE CRESPO PROFESSORA;Venezuela;1
ESTADUAL - SE;ITAPECERICA DA SERRA;JUQUITIBA;JUQUITIBA;8;10157;OREDO RODRIGUES DA CRUZ;Cuba;1
ESTADUAL - SE;ITAPECERICA DA SERRA;JUQUITIBA;JUQUITIBA;8;10157;OREDO RODRIGUES DA CRUZ;Venezuela;1
ESTADUAL - SE;ITAPECERICA DA SERRA;JUQUITIBA;JUQUITIBA;8;10157;OREDO RODRIGUES DA CRUZ;Vietname;1
ESTADUAL - SE;CENTRO;PARI;SAO PAULO;8;1570;ORESTES GUIMARAES;Angola;12
ESTADUAL - SE;CENTRO;PARI;SAO PAULO;8;1570;ORESTES GUIMARAES;Argentina;4
ESTADUAL - SE;CENTRO;PARI;SAO PAULO;8;1570;ORESTES GUIMARAES;Arménia;1
ESTADUAL - SE;CENTRO;PARI;SAO PAULO;8;1570;ORESTES GUIMARAES;Bangladesh;25
ESTADUAL - SE;CENTRO;PARI;SAO PAULO;8;1570;ORESTES GUIMARAES;Bolívia;69
